name,location,Date,Rating,Review,Image_Links
adam,"Other, Other","Reviewed March 26, 2019",1,"I am a regular customer to one of your branches, visiting the branch average 3 times a week and work from there for 6 hours average. I have notice sarcastic actions but couldn’t have something confirmed since the staff use to talk in their own languages when they make the jokes. Yesterday 25/March/2019 I was in the branch and when I ordered a salad and went back to my place he started making fun about how can an over weight person order a salad with another customer, saying, I must have ordered it by mistake and that I will be ordering a fried stuff later and kept laughing about it with his colleagues and customer. While I was leaving he started to joke that (""now he must be going to the gym after taking his salad""). Rude staff and no management to control their action.",['No Images']
Cesar,"Omaha, NE","Reviewed March 20, 2019",1,"The staff here have no clue how to make coffee. They always get my order wrong. When they do not know how to make a drink, they make up the excuse they ran out. Happens every single time. I am so furious that I pay for service and never get what I ordered.",['No Images']
Allison,"Riverview, FL","Reviewed March 18, 2019",1,"The drink was completely incorrect. The drink was an entirely different product than what was ordered. It also lacked sugar when the mobile order specified in several places to add sugar. The drink also lacked fruit, even though the order called for it. Also, the drink was filled with ice when it was specified to not have ice. The only thing correct about the drink was the size, which not even this location could mess up. Overall, I would not recommend this store or return.",['No Images']
Basim,"Other, Other","Reviewed March 11, 2019",1,"VERY VERY BAD. I ordered Mocha from South Kensington branch today and gave very bad stomach pain. This has happened to me few times during the past few years at different Starbucks locations in London. The prices are getting more expensive which is ridiculous. Another bad thing happened at Starbucks Slough branch, I had to wait too long in a very slow moving queue of people and my order was not made as requested at the end. Employees are idiots. As usual, Starbucks Customer Service is absolute RUBBISH. Starbucks MUST BE SHUT DOWN and definitely not worth the amount of money it currently has.",['No Images']
Melody,"Phoenix, AZ","Reviewed March 8, 2019",1,"My first time visiting this particular store and my last Starbucks purchase. I went to the drive thru and my debit card was pulled out of my hand along with grabbing a couple fingers. I don't know if he heard me, but I said please don't pull my card like that. Too late. While returning my card, he put it between his two fingers, like he was a card dealer in Vegas. He flipped it out the window and on to the ground. I picked my brand new card up, out of filth. If he did that in a store 5 miles east of there, he'd be fired on the spot. Multi millionaires don't put up with that. Come on people, get your caffeine fix at a convenience store down the street. I am. I work too hard for my money, and have too much respect for myself, to be treated like that.",['No Images']
Christie,"Nampa, ID","Reviewed March 2, 2019",1,I was unaware they charge extra to change the type of milk or to put it on ice. I can see extra fee for shots of espresso but it should be stated so you know about it. Be upfront about pricing. List of on the menu.,['No Images']
Heidi,"Des Plaines, IL","Reviewed Feb. 4, 2019",1,"I added money to my Starbucks rewards card two days in a row in store. It has been 3 days and I have contacted customer service several times. The customer service automated number is useless if I cannot speak to a real person. The corporate office finally gave me a person, sadly the issues is not resolved on their end. How is it possible for such bad customer service for such a huge company?",['No Images']
Christopher,"Other, Other","Reviewed Jan. 30, 2019",1,"Went to the Linwood shop with my wife, ordered two cappuccinos hers. Didn't taste of hardly any coffee. Mine was supposed to be a double. Shot just tasted sour. Without doubt the worst Starbucks experience in my life. Felt sick. Didn't finish my coffee, also felt robbed and cheated. Won't ever return ever.",['No Images']
Joseh,"Geneva, IL","Reviewed Jan. 26, 2019",1,"SB had a streusel blueberry muffin that was perfectly good. In summer of 2018 they changed the recipe completely. The current ones have no yogurt or honey are way too sweet to the point of being gummy on top, gross actually. Three baristas have commented the same. Bring back old ones.",['No Images']
Anastasia,"Sacramento, CA","Reviewed Jan. 26, 2019",1,"Let me first say this, never in my life have I ever been so humiliated, embarked, or angry. I was in the drive thru at the Fulton and El Camino Starbucks, myself and my 3 children, (my 5 year old having autism) and one of their friends in my vehicle, stopped to get my mom some coffee on our way to visit her at the hospital when my 5 year old became very agitated being that the line was long and not moving very fast. He can only be in his car seat and in the car for short periods of time before he goes into a complete panic mode, he becomes very scared and next aggressive, with that being said the arose a problem in the back seat between two of my boys which went on for seemed like forever.",['No Images']
Jonathan,"Raleigh, NC","Reviewed Jan. 24, 2019",1,The fact that you don’t even allow a one week grace period to use Birthday rewards now is the stupidest thing I’ve ever heard and it’s not right. Starbucks is so money hungry now that you don’t even let me decide when I can go get my free coffee. What’s next? Are you going to have to use your regular rewards the day you get them after you’ve already gotten coffee that day? The way Starbucks ruins the free rewards more and more every year is making me dislike Starbucks as a company and makes me never want to go there again.,['https://media.consumeraffairs.com/files/cache/reviews/starbucks_358810_thumbnail.jpg']
naryman,"Other, OTHER","Reviewed Jan. 24, 2019",1,"I thought a global brand as Starbucks setting extremely high beverages prices would be at least concern about their reputation, quality and hygiene! Yesterday morning I decided to get the cold lemon mint drink from Starbucks branch in City Stars Mall in Cairo, Egypt. As I was drinking, my stomach started to get upset. I checked to find out living worms in my drink!!!",['https://media.consumeraffairs.com/files/cache/reviews/starbucks_358567_thumbnail.jpeg']
Francois,"San Marcos, CA","Reviewed Jan. 18, 2019",5,"Aside from great drinks and good food the service has to be the best I've ever had at any Starbucks store. I've been using Starbucks since 1974, all over this country and this store has the best service of any other store. I have and will always recommend visiting that store.",['No Images']
84euni,"Rancho Cucamonga, CA","Reviewed Jan. 9, 2019",2,"I came to the Starbucks on Mountain and Foothill in Upland. The store is usually clean, this time both the bathrooms needed cleaning and stocking of supplies (one had urine all over the floor). The trash bins also were overflowing. I told the barista and said he would let his supervisor know... Ok? Well 20 minutes later, still waiting for someone to go in and clean them.",['No Images']
Jeanne,"Harmony, NC","Reviewed Jan. 8, 2019",1,"I'm not sure what's up with the distribution center for the Starbucks in North Carolina specifically from Concord, Salisbury, all the way up to Winston-Salem, but if you want any of your favorite sandwiches or flavors or even water you will be told they are out because the distribution doesn't Supply the stores! I'm told that since the Christmas specials starting back in November, most people couldn't get the holiday favorites because the stores didn't received supplies in all the local stores. I don't understand how you run a business when your Distribution Center can't Supply the local stores with items that people want to buy. Like pay cash and enjoy the products oh, isn't that what business is about? Serving the customer and receiving the money?",['No Images']
Antonia,"Dingmans Ferry, PA","Reviewed Jan. 1, 2019",1,Went to redeem a gift certificate at the store and imagine my surprise when they said they had no decaf coffee. A coffee shop that has no decaf??? On top of it the barista was extremely rude. Never again.,['No Images']
Vlad,"Atlanta, GA","Reviewed Dec. 19, 2018",1,"Starbucks Phipps Plaza, Atlanta store demonstrates consistent poor customer service and product knowledge. Associates are mismanaged, poorly trained and exceptionally impolite. On my last visit I ordered my usual ’doppio macchiato’, instead, I received a plain doppio. The associate had no idea that expresso temperature is expected to exceed 160 degrees F. It was difficult to receive the refund on my payment, and no one offered to rectify the mistake in a manner that would alleviate the tension. NOT THE FIRST TIME! An extraordinary display of the systemic mismanagement.",['No Images']
Cathi,Canada,"Reviewed Dec. 19, 2018",1,"My sweetheart and I went into our neighborhood Starbucks to get a coffee. We were standing waiting to be served looked at the food on display and noticed there was flies landing on the food and flying around. We pulled an employee aside and gestured towards the food and he said, ""Yes we are aware and it’s just a display we are not serving any of that to the public."" We were satisfied with that response and not more than 30 seconds go by and we witness a barista taking food out of the fly infested case put in oven to warm up for the public.",['No Images']
Michael,"Jersey City, NJ","Reviewed Dec. 7, 2018",1,"The manager said I stole some chocolate. I said, ""No I did not, miss."" She said, ""Yes you did."" So I say, ""Write a letter of apology then I will let you search my pocket."" She signs the letter. Then I let her search my pockets. She is not supposed to touch me. But she checks my pockets... nothing. So she calls me names including a ** and hands me the letter. I now have proof of employee misconduct. Manager at Starbucks Jersey City behind Newport Mall by the water. And all I wanted was a cup of coffee... My day was the worst day ever!!!",['No Images']
Susan,"Cincinnati, OH","Reviewed Dec. 5, 2018",1,After being given a stale bagel to eat I called customer service to be told they won’t give me my money back because I already was given a credit the other day for a incident at a different location. Be careful they don’t care if your food is old and stale. Now I have to wait for someone to call me to go thru this entire thing again to get my money back. What a joke.,['No Images']
carrie,"Wichita, KS","Reviewed Dec. 2, 2018",1,"I get severe HEARTBURN and INDIGESTION with 1 cup of coffee. I changed brands, no more heartburn and indigestion. Yeah. SO IF YOU GET HEARTBURN AND INDIGESTION IT COULD BE FROM THEIR COFFEE. I had to change brands.",['No Images']
Brian,"Davis, CA","Reviewed Nov. 29, 2018",1,"I downloaded the Starbucks App for the first time earlier today, and I did not realize that they automatically had me choose to purchase a Starbucks Card service, and they automatically uploaded $25.00 from my debit card into the Starbucks Card account. I bought one tall size cold brew today which it cost $3.40 which leave me a total of $21.60 in remaining balance. I called later today to cancel this scam Starbucks Card service, and they will only refund me $20.00 back to my debit card. ",['No Images']
Marlon,"San Francisco, CA","Reviewed Nov. 28, 2018",1,"PREJUDICED AND HARASSMENT BY CONSUMERS... AND STAFF - Today in the 10:00 a.m hour meeting with my best friend, Christine **, an incident occurred that should warrant me to file a police report of a sexual assault nature. This occurred at STARBUCKS on 10th/MARKET St. A young Asian kid licked his tongue at me as if I'm some kind of woman after I questioned him staring at me. Gut-sicken by this. They also had panhandlers and an ""exciting crowd"" causing confusion and chaos as if it was I being betted on at a race track! They also had panhandlers and an ""exciting crowd"" causing confusion and chaos as if it was I being betted AND WAGERED on at a race track!",['No Images']
Jessie,"West Monroe, LA","Reviewed Nov. 22, 2018",5,I was pregnant when the violet drink Came out. I got this drink nearly every single day when I was pregnant and now I crave this drink. I’m not a coffee drinker so this drink keeps me coming back time after time!,['No Images']
John,"Reston, VA","Reviewed Nov. 19, 2018",1,"HALF THE TIME I DON'T GET BONUS STARS LIKE I SHOULD...And have to call Starbucks customer service. After wasting about 35 minutes each time, I might get the stars I earned. Starbucks is expensive, and purchasing the drinks required to earn rewards will quickly mount up. I've decided to blow off their stupid bonus star challenges and only go to Starbucks if and when I desperately need an espresso.",['No Images']
Teresa,"Goodlettsville, TN","Reviewed Nov. 16, 2018",1,Now for the third time money loaded on Starbucks App has been used by people in other states to my unknowing until I’m ready to use my preloaded card on App and find there is NO MONEY! Each time I have to wait for Starbucks to do investigation. Sometimes it never gets done... I just have to remind Starbucks that I’m waiting for card to be reloaded!! I was told this time that new policy is to send out a new card. Ok... now I got to wait even after 3-5 days for a card to be mailed to me! Each time the incident has happened I have been told a different story. Not only do I have to call Starbucks to remind them that they don’t give me my bonus points... I have to call them to see where my money disappears!! App sucks. Starbucks sucks.,['No Images']
Albert,"Lansdale, PA","Reviewed Nov. 15, 2018",1,"The Montgomeryville, PA store is terrible. I tried to buy a sausage breakfast sandwich today at 11:00 AM. They were out of sausage! Sounds like poor management to me. I canceled my order and will not do business again with them.",['No Images']
Meredith,"Syracuse, UT","Reviewed Nov. 12, 2018",1,"I've been going to Starbucks for about 10 years. I don't know what's going on with these Utah stores but none of the stores make the coffees the same. I go to Clinton, Clearfield, Layton, Layton Smith's, Clinton Smith's, Riverdale, Ogden, and Farmington, I order the same thing throughout the year and the same Christmas flavor every year until they run out. More often than not the past 6 mos, my coffee tastes gross. I am paying premium price for crap. The beans are burnt with a horrible aftertaste, they don't add flavor. It tastes like milk with water, or it's not at the kid temp I order it at. Only one store has gotten the Christmas flavors right. This morning, I went to the ONLY store, 2100 South and State, SLC, that has made my Christmas flavor right and my ""go to"" right. ",['No Images']
Kristie,"Pomona, CA","Reviewed Nov. 9, 2018",1,"I have enjoyed Starbucks for years as well as the free wifi. Currently I am homeless and utilize the free internet Starbucks on Foothill Blvd, in Pomona California provides. Until now. Starbucks has called the police on myself and my boyfriend several times. I assumed for being in the parking lot a little too long or because our van is a bit of an eyesore with all of our things piled on top. ",['https://media.consumeraffairs.com/files/cache/reviews/starbucks_320005_thumbnail.jpg']
Cynthia Luz,"San Diego, CA","Reviewed Nov. 5, 2018",1,"This STARBUCKS Location has the worst customer service out of all the locations in Palm and Beyer San Diego Ca 92154. I been Starbucks for years and now is time to say Good Bye! I noticed that employees are overwhelmed and they take it against customers. I noticed that they are unhappy stressed and I don’t want that negative experiences anymore. I’m tired of been getting wrong items and if I placed a mobile order that has been taken away by another customer or by a homeless. Starbucks needs to come up with a better plan to keep business running, customers but the most important thing is to keep employees happy and motivated in order to provide customer service and focus on their duties. I’m deleting my Starbucks app because I rather buy my espresso machine and make my own coffee from now on. I want to enjoy my coffee happier! Thank you.",['No Images']
Bryer,"Phoenix, AZ","Reviewed Oct. 3, 2018",5,"This company has earned its popularity by maintaining a great quality business. Starbucks holds a welcoming environment, is widely available, and serves a variety of menu options. Starbucks has a unique, modern style. Starbucks creates a place fitting to the environment, giving them a truly natural and positive vibe. Locals are most likely to feel at home at their surrounding locations. The employees at every location always fit in perfectly as well. The alternative styles and quirky personalities of Starbucks employees make for authentic coffeehouse vibes. ",['No Images']
Lesley,"Other, UK","Reviewed Oct. 1, 2018",1,Won't be back. Never again. Have always got a baby Chino for my grandson. Asked for one this morning to be given a miniature cup with about a spoonful of milk. The rest was foam. Asked if I could get the cup topped up to then be charged £1.80 for a wee drop milk. Staff very unfriendly. Asked if I could get fruit toast for my grandson and if the pieces could not be end pieces as they are too hard for him to chew. What did we get? End pieces. So the toast didn't get eaten because it was too hard for him to chew. Back to Costa for me.,['No Images']
Becky,"Magalia, CA","Reviewed Sept. 28, 2018",1,"I went to our new Starbucks the other day. My first time as I usually go to Dutch Brothers. A friend asked me to meet her there her first time too. I wonder why you still ask people's names when you can't get it right. Why don't you just give us a number? Well they called the wrong name. Then let them sit on the counter untill we got impatient. When I went to investigate I found two cups sitting there. I want to also say there was only three people in the restaurant. And we sat directly in front of the cashier, so she could see that we were sitting there DRINKLESS for an unusually long time.",['No Images']
Trevor,United Kingdom,"Reviewed Sept. 25, 2018",1,"DO NOT drink at STARBUCKS St. Leonards, Ringwood, I was fined £100 for parking there for 105 mins because they were slow serving drinks and lunch. My friend and I met there for coffee and lunch, as we often used to do, BUT NO MORE. We were encouraged to stay longer and have another drink only to be fined for overstaying the car parking by 15 mins. YOU ARE ONLY ALLOWED TO STAY FOR more than 90mins and that is out of the car park within 90 mins. I visited the store and they said appeal the fine, I did this, the parking company refused the appeal as they only care about getting money and just threatened me with charging more and taking me to court. DO NOT go to Starbucks. You are ONLY ALLOWED to stay in the cafe for less than 90 min or they FINE YOU £100.",['No Images']
Nada,"Laguna Niguel, CA","Reviewed Sept. 16, 2018",1,"Our 15 years old daughter had a green matcha drink at the Starbucks in Planet Hollywood Resort and Casino in Las Vegas and got sick after drinking it. She asked for her drink to be made with coconut milk since she is highly lactose intolerance. After finishing her drink she starts complaining from a terrible stomach ache, she threw up almost 17 times and went to the bathroom numerous times within 45 minutes. That drink was the only and 1st thing she had consumed that day. After the intensive episodes of throwing up she turned pale, her lips were blue and she was freezing cold shaking screaming from her abdominal pain. She said that it feels like a food poisoning episode or maybe they have put milk in her drink instead of the coconut milk. The music was so loud in the hotel that there's no way probably the and please will hear the order correctly. For something was wrong with the drink that she had food poisoning.",['No Images']
Colbi,"Kansas City, MO","Reviewed Sept. 7, 2018",2,"Recently, I have noticed that there are new Blueberry Muffins at Starbucks stores. These muffins are gross... Sorry to be so blunt but I really enjoyed the old ones with the delicious crumble top. The new ones honestly taste cheap and the tops have big pieces of sugar on them, which taste awful. My favorite part of these muffins were the tops and these new ones just don't work. Thought Starbucks was company that valued high quality products and they've really dropped the ball on this.",['No Images']
B,"San Diego, CA","Reviewed Sept. 4, 2018",1,"My daughter and I went to our local Starbucks #9626, at 3202 Governor Drive, San Diego, CA, at 12:20 noon today. There was no one in line. Several people were sitting at the tables. The employee at the cash register was a woman who repeated over and over that she is in her fifties (years old). She was extremely loud and rude to us in front of all the many other customers. I asked her for two cold matcha lattes, no ice. She said our drinks would be this far from the top of the cup and she held her fingers up to show about a couple inches. I asked her why. She said in a very loud annoyed tone, “because the ice makes up part of the drink and if you have no ice, then that’s how much less drink you get.” Then she said, in a very annoyed loud tone again, “otherwise you have to get more milk and I have to charge you more for that.”",['No Images']
J. K.,"Aiken, SC","Reviewed Aug. 30, 2018",1,"I very rarely drink coffee so I'm very particular. I only order two things from Starbucks, hot chocolate when it's cold or a double chocolate chip frappuccino. I have been ordering this same thing for years but the last 3 times my frappuccino has been wrong and each time they have told me something different. First time I politely went inside and told them that I didn't like my drink...guy apologized said he accidentally made a Java chip frappuccino and made me the right drink (my drink is actually a lighter color than the wrong one). Second time, same store, again I don't like my drink I'm polite but this time I'm told they accidentally used roasted coffee making the drink stronger... He remakes it again it's a lighter color and everything is fine. ",['No Images']
terry,"Bellingham, WA","Reviewed Aug. 3, 2018",1,"Between July 31, 2018 & Aug. 3, 2018, ordering MANY tall lattes for the current Starbucks Dash promotion. Out of 7 tall no foam lattes ordered in the drive-thru, received 4 with foam & had to send 3 back. Got home & saw 4th one had foam and the coffee was 1"" from the top of the cup. Have repeatedly sent email complaints to SB about this happening at this store for months prior, and occasionally get a free latte or a couple of dollars credit. Offending SB store: West Bakerview Avenue, Bellingham, WA. The last 4 wrong latte orders were fixed by the same blond, pony-tailed late 20's girl. Irritating - ripped off - cups not full, holds up the rest of customers in the drive-thru while remaking to my right order. Irritating waste of my time - DISRESPECTFUL TO ALL CUSTOMERS. Store manager needs to be replaced with a manager who will provide good customer service and drinks customers request/pay for.",['No Images']
Thasha,"Kennesaw, GA","Reviewed July 18, 2018",1,"Your mocha tastes like someone defecated in my cup and didn't even bother to warm it up. Before the racist incident I couldn't stand you all and the pretentious fools who think drinking dirty water is ""hip"" because it has a logo on it. I'm sticking with Caribou Coffee.",['No Images']
Maria,"Villanova, PA","Reviewed June 27, 2018",1,"Just wasted hours today trying to unsubscribe from Starbucks, which I would NEVER subscribe to, as I HATE coffee. First my ""online unsubscribe"" failed ""due to an error on their site."" Next, I sat in their online CHAT queue several hours, and when I was FINALLY number 1, they logged me out! This situation can be avoided by sending a simple confirmation email, BEFORE putting any email in their subscription list. NO excuse for this; I think they did this on purpose = SPAMMER.",['No Images']
Mary,"Baltimore, MD","Reviewed June 17, 2018",1,Hi. I had a very bad experience at the Starbucks on 200 East Pratt Street Baltimore MD at 9 pm on 6/16/2018. I asked for a cup of water and the young man behind the counter went off on me. He said they were closed and that he had a long day and doesn’t have time for this. The manager told him to give it to me. While he made it he continued to be hostile and belligerent. I’m still in shock.,['No Images']
David,"Del Mar, CA","Reviewed June 16, 2018",1,"I visit various Starbucks stores in my neighborhood of Del Mar, CA virtually every afternoon for an ice tea and a moment of relaxation to read and research. I am a well-known international businessman with an excellent reputation. Yesterday, while siting on the patio of the Del Mar Heights store (3485 Del Mar Heights Rd Ste A3, San Diego, CA 92130-2125) I was verbally accosted by both the store manager (**) and a man that I understood was an employee of Starbucks. The manager was in the midst of filing a report with a security guard at the shopping center when I walked up and asked if they were aware of an incident that I just experienced outside. The manager then said that I was “a ** old ** man, a ** and that I go there every afternoon hoping to get “lucky.”",['No Images']
Keith,"Van Nuys, CA","Reviewed June 10, 2018",2,"Increase on cup of coffee June 2018 - Spoiled my daily intake (habit) of purchasing the tall (small) cup of Java for 1.95. 2.15 is too much already and I was a Gold Carder. Goodnight to the SBucks because it's just not really worth it. There's other coffee-places & get adventuresome and brew thy own at home before leaving every morning as alternative. I wondered why I was forking up the increase to the card more frequent during the past couple of weeks. Duhh, I never thought there was an increase and that's all I get there or that was what I always looked forward to and in this case, making my own's more like it anyway. (Just my own 20 cents noting on the increase to farewell-it).",['No Images']
Christopher,"Seattle, WA","Reviewed June 5, 2018",5,"Starbucks on the Ave in the U-District is a big A+ for our community. Their service, food and beverages are top of the line. I love going in there to have some coffee and sometimes food and visit with friends.",['No Images']
M.,"Crescent City, CA","Reviewed May 31, 2018",2,"I know many gift cards are not refundable. But when there is a statement on the back of Starbucks gift card package as ""Refunds only provided for unused cards with the original receipt"" printed, I would expect there was a system in place to handle that. But I found that was not the case. I accidentally grabbed a gift card with wrong amount at Safeway. I tried to return it right away but Safeway said they did not give refunds for gift cards. I called Starbucks and was told Safeway should and I needed to talk to the store manager. Back at Safeway, I was told I needed to talk to Starbucks' customer service manager. Starbucks should change its policy to ""Gift cards are NOT refundable.""",['No Images']
Nikcko,"Lisle , IL","Reviewed May 22, 2018",1,"Spent almost $1,500 at Starbucks and didn’t gave me my rewards. Been a gold member on or before year 2011 but representative said there’s nothing they can do. I emailed the corporate 2 to 3 times but got nothing. What a poor communicator.",['No Images']
Shelley,"Stockton, CA","Reviewed May 17, 2018",5,This store (Fremont & Wilson Starbucks in Cali) is my favorite and they always have things right. The customer service is great and so are my drinks. I drive past 3 Starbucks that are closer to me to get to this location thanks to the amazing customer service.,['No Images']
Jason,"Bellingham, WA","Reviewed May 10, 2018",1,With all the talk in the news about torture I decided to google a video on waterboarding. Sadly the first thing I see is an ad for Starbucks. It's very disturbing to see these images affiliated with Starbucks. Please be more selective about where you spam people.,['https://media.consumeraffairs.com/files/cache/reviews/starbucks_239350_thumbnail.JPG']
Sheryl,"Robbinsville, NJ","Reviewed May 7, 2018",1,"I am VERY upset with my experience today. I ordered a Americana at the drive through at a very slow time. I paid lady with app and then she disappeared, I waited extra long and then a man came and handed me my drink after someone else was behind me on the drive through. When I picked up my drink for first time while driving the lid popped off and the coffee spilled on my hand burning it, my lap, my envelope I was mailing with a check, my car and car seat. I am lucky I did not get into an accident. I called store and spoke with manager to tell her what happened. I am very offended by her response, she said sorry and explained how it could not possibly be their fault because they triple check the lid. OBVIOUSLY they did not and I should not have had to argue with her. ",['No Images']
Malinda,"Walnut, CA","Reviewed May 4, 2018",1,"I was in the drive thru at the Barranca Ave. West Covina Starbucks yesterday at 3:40pm. I was picking up 3 grande ice tea for coaches at a nearby high school baseball game. I asked to have each ring up separately. I was told that there is a limit of 2 transactions at the drive thru??? Funny, a week earlier I ordered 4 separate orders at the same drive thru without any trouble? The car in front of me had 4 separate transactions as I watched the customer have her phone scanned 4 separate times?",['No Images']
Mari,"Jacksonville, AR","Reviewed April 15, 2018",1,"First of all I used to go to Starbucks everyday, but they just been too expensive and every time I go there was a mistake with my drink. To top it all they don’t give Military Discount! Now watching the news seeing 2 ** men arrested just definitely took my motivation to ever buy a drink from there.",['No Images']
Thaner,"Winnipeg, MB","Reviewed April 12, 2018",1,"Teach your employees ""moly"" that maybe they should learn the values of actually reducing. This is not the first time for me, but will be the last... of being disappointed over and over again from a GIANT corporation like Starbucks to so frequently produce so much waste. Me, enter Starbucks with own cup... order drink. Employee- uses Plastic Starbuck cup... mixes drink and pours it into my reusable mug...",['No Images']
Cristal,"The Woodlands, TX","Reviewed April 12, 2018",5,"The flat whites provided at most Starbucks stores are delicious. They are creamy and dense and if made correctly, they will leave a nice layer of foam surrounding the cup. They are also great to make latte art with.",['No Images']
Angela,"Boise, ID","Reviewed March 28, 2018",5,"I have been visiting the Starbucks at Albertson's store on Lake Hazel Road now for over a year. I could not be more pleased with the wonderful customer service from all their staff. They are friendly, fast, accurate and always have the answers to any questions I may have regarding their products. A great experience each visit!",['No Images']
Ellen,"Summerville, SK","Reviewed March 25, 2018",1,"Why do we continue to take the nonsense offered us by Starbucks??? Each establishment makes your drinks differently than the other. What is the problem with the training??? I tried to get online and request points be credited to my account and the site kept responding a no to access. So, I changed the password and once again ""no"" to access. Of course after 3X locked out for 24 hours. Really... it is a coffee company reward card... not a bank!",['No Images']
Ingrid,"Orlando, FL","Reviewed March 24, 2018",1,"After seeing reloads on my account and then a $55 transfer, I called Starbucks customer service at 800-782-7282 and Debra advised that it will take 7-10 business days to reverse the charge off my credit account. Also, she couldn't tell me where the $55 transfer went to. Therefore, I escalated it to Shalene, supervisor, as I needed someone to resolve this charge in a more timely manner. She reiterated that since it was an online charge, it will take 7-10 business days to resolve it with my bank.",['No Images']
Jill,"Modesto, CA","Reviewed March 21, 2018",1,"On Friday March 16th around 3:30 pm I went to Starbucks drive-through on 800 Oakdale Rd., Modesto. I ordered a drink that was supposed to nonfat milk, but they gave me a drink that contained Almond milk. I am highly allergic to almond milk and I had to take emergency actions after taking one drink. The cup was not labeled or written on as their usual procedure. When I went back inside they said “oh sorry we gave you the car's drink that was behind. Here’s yours.” I informed them of the seriousness of their mistake. My hives have finally cleared up. I reported it to Starbucks and I have a case number. They need a policy to ensure they give customers the right order which could be simply restating the order before they hand it to the customer outside the drive-through window.",['https://media.consumeraffairs.com/files/cache/reviews/starbucks_225457_thumbnail.jpeg']
Bonnie,"Meridian, ID","Reviewed March 20, 2018",1,"Toasted Butterscotch Frapp is delicious!! Wish I could say the same about the sandwiches we bought this morning! Really VERY disgusting both to look at then spit out! Neither smelled good to begin with, and the buns on both were stale. Sausage was old on the chicken sausage biscuit, with no sign of chicken, unless you count a blob of goop! Bacon was not cooked properly on either that sandwich, nor the bacon egg cheese sandwich. Visibly inedible, we would not have risked the uncooked bacon and whatever other strange things were on there! Obviously, we DO want refund for this poor Starbucks ‘offering’. Unfortunately, did not have my Starbucks card with me, so had to charge Visa. Then the girl at the drive-thru window neglected to offer my receipt!",['No Images']
Lynda,"Sudbury, ON","Reviewed March 14, 2018",2,"The Starbucks in Sudbury Ontario is a disgrace to Starbucks everywhere. It is old, outdated and dirty. The floor is worn out in places and doesn't ever seem to be cleaned. The countertop where the cash registers are is peeling - it looks just awful. The tables are small and wobbly. The fireplace is almost never on. The light fixtures and ceiling are full of greasy dust. It is horrible. The poor baristas who have to work there have my sympathy. Why doesn't this store have to clean up their act - and their store...",['No Images']
Omar,"Jacksonville, FL","Reviewed March 12, 2018",1,"I am suffering from a health condition where I cannot have cheese in my sandwich. As Starbucks has no ""no cheese sandwich"" option I usually ask the serving barista to remove the cheese from the sandwich before heating it up. This Starbucks is located in University Blvd W. (32207) at Jacksonville FL. The Barista did not want to remove the cheese and when I asked her nicely to do so she started mocking me like a 6 year old kid (except in a psychotic way). Then to top it all she literally ""destroyed"" my chicken sandwich just because I asked her (nicely) to take the cheese off. ",['https://media.consumeraffairs.com/files/cache/reviews/starbucks_222259_thumbnail.jpg']
Riley,"Memphis, TN","Reviewed Feb. 2, 2018",5,"I personally love Starbucks! I don’t usually get it that often but when I do I always get the same thing. I get a caramel frappe. Now here is the thing when you go to certain Starbucks locations. I usually go to the same one every time so they know my order, but when I go to a more convenient one for a quick drink they always mess up my order. That is not really a big deal but when they start getting angry with me I get upset. I can understand where they are coming from. But I always want to try something new but I am not sure if I will like it. And it would be a waste of money to buy something and not like it. I wish there was a way that you could sample a drink for free or little charge.",['No Images']
Jill,"Beverly Hills, CA","Reviewed Feb. 2, 2018",1,"This store has problems Manhattan Beach... Rosecrans and Douglas - From lukewarm coffee and soggy whipped cream to asking for a refill and upon showing gold card inadvertently charged on screen 1.99 purchase price by the male manager...to being told by Jenn barista to, ""Go away. We'll call you regarding winning a raffle..."" and as of today... briefly plugging in my travel blender to brief spurts of ten second noise so I can have a morning breakfast drink. Was again told by Jenn I was disruptive and could not plug it in at the table while noise from blenders in their kitchen blasted everyone's ears... contradictory. Coffee sucks along with the air conditioning and stupid request of a homeless kid to leave if he wasn't buying anything while homeless guy with dirty filthy backpack\surplus sack parks himself every morning at same table.",['No Images']
Nick,"Antioch, CA","Reviewed Jan. 15, 2018",1,"Double Charged - No Refund - No Accountability. Last Friday, January 12th, 2018, around 630 AM (PST) I bought my wife a Starbucks E-Giftcard. The amount was for $15.00. I have done this a few times prior and every purchase was without fault. Had my wife not called me and told me thanks for the gift card(s) I would have been none the wiser. I checked my emails and sure enough she was right. For some reason it duplicated my order. That means it charged me twice. I checked my bank account and it confirmed a double charge. I get it, mistakes happen. Obviously a system error. I called the phone # on the email and went through their horrible automated system that takes like 5 minutes to navigate. After locating the right department I was on hold for about 5 minutes just to hear the representative say I reached the wrong department.",['No Images']
Guner,"Miami, FL","Reviewed Jan. 14, 2018",1,"Starbucks, 19127 Biscayne Blvd (Aventura), Florida - This place is located in the one of the beautiful locations at Aventura Florida but it is so dirty and nasty. The are never empty the trash outside during the day or clean the place. Complained many times, send to Starbucks letters with pictures attached, asking for action. Nothing been done.","['https://media.consumeraffairs.com/files/cache/reviews/consumeraffairscom_204322_thumbnail.jpeg', 'https://media.consumeraffairs.com/files/cache/reviews/consumeraffairscom_204325_thumbnail.jpeg']"
